2021-10-15 12:01:13,454 p=3162 u=eduardgevorkyan n=ansible | PLAY [all] *********************************************************************
2021-10-18 13:15:01,829 p=34653 u=eduardgevorkyan n=ansible | <172.20.254.2> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:01,838 p=34653 u=eduardgevorkyan n=ansible | <172.20.254.2> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/c4bbd94cf7 172.20.254.2 '/bin/sh -c '"'"'rm -f -r /home/k3s1/.ansible/tmp/ansible-tmp-1634555692.1071558-34653-79916310769159/ > /dev/null 2>&1 && sleep 0'"'"''
2021-10-18 13:15:01,842 p=34655 u=eduardgevorkyan n=ansible | <172.20.254.3> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/5df898a171 172.20.254.3 '/bin/sh -c '"'"'rm -f -r /home/k3s1/.ansible/tmp/ansible-tmp-1634555692.3217084-34655-242138203557833/ > /dev/null 2>&1 && sleep 0'"'"''
2021-10-18 13:15:01,895 p=34652 u=eduardgevorkyan n=ansible | <172.20.254.1> (0, b'', b'')
2021-10-18 13:15:01,907 p=34584 u=eduardgevorkyan n=ansible | ok: [k3s1] => {
    "changed": false,
    "invocation": {
        "module_args": {
            "allow_downgrade": false,
            "allowerasing": false,
            "autoremove": false,
            "bugfix": false,
            "conf_file": null,
            "disable_excludes": null,
            "disable_gpg_check": false,
            "disable_plugin": [],
            "disablerepo": [],
            "download_dir": null,
            "download_only": false,
            "enable_plugin": [],
            "enablerepo": [],
            "exclude": [],
            "install_repoquery": true,
            "install_weak_deps": true,
            "installroot": "/",
            "list": null,
            "lock_timeout": 30,
            "name": [
                "keepalived"
            ],
            "nobest": false,
            "releasever": null,
            "security": false,
            "skip_broken": false,
            "state": "present",
            "update_cache": false,
            "update_only": false,
            "validate_certs": true
        }
    },
    "msg": "Nothing to do",
    "rc": 0,
    "results": []
}
2021-10-18 13:15:02,055 p=34653 u=eduardgevorkyan n=ansible | <172.20.254.2> (0, b'', b'')
2021-10-18 13:15:02,066 p=34655 u=eduardgevorkyan n=ansible | <172.20.254.3> (0, b'', b'')
2021-10-18 13:15:02,068 p=34584 u=eduardgevorkyan n=ansible | ok: [k3s2] => {
    "changed": false,
    "invocation": {
        "module_args": {
            "allow_downgrade": false,
            "allowerasing": false,
            "autoremove": false,
            "bugfix": false,
            "conf_file": null,
            "disable_excludes": null,
            "disable_gpg_check": false,
            "disable_plugin": [],
            "disablerepo": [],
            "download_dir": null,
            "download_only": false,
            "enable_plugin": [],
            "enablerepo": [],
            "exclude": [],
            "install_repoquery": true,
            "install_weak_deps": true,
            "installroot": "/",
            "list": null,
            "lock_timeout": 30,
            "name": [
                "keepalived"
            ],
            "nobest": false,
            "releasever": null,
            "security": false,
            "skip_broken": false,
            "state": "present",
            "update_cache": false,
            "update_only": false,
            "validate_certs": true
        }
    },
    "msg": "Nothing to do",
    "rc": 0,
    "results": []
}
2021-10-18 13:15:02,083 p=34584 u=eduardgevorkyan n=ansible | ok: [k3s3] => {
    "changed": false,
    "invocation": {
        "module_args": {
            "allow_downgrade": false,
            "allowerasing": false,
            "autoremove": false,
            "bugfix": false,
            "conf_file": null,
            "disable_excludes": null,
            "disable_gpg_check": false,
            "disable_plugin": [],
            "disablerepo": [],
            "download_dir": null,
            "download_only": false,
            "enable_plugin": [],
            "enablerepo": [],
            "exclude": [],
            "install_repoquery": true,
            "install_weak_deps": true,
            "installroot": "/",
            "list": null,
            "lock_timeout": 30,
            "name": [
                "keepalived"
            ],
            "nobest": false,
            "releasever": null,
            "security": false,
            "skip_broken": false,
            "state": "present",
            "update_cache": false,
            "update_only": false,
            "validate_certs": true
        }
    },
    "msg": "Nothing to do",
    "rc": 0,
    "results": []
}
2021-10-18 13:15:02,114 p=34584 u=eduardgevorkyan n=ansible | TASK [artem_shestakov.keepalived : Copy config file] *************************************************************************************
2021-10-18 13:15:02,180 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:02,189 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/a67300576e 172.20.254.1 '/bin/sh -c '"'"'echo ~k3s1 && sleep 0'"'"''
2021-10-18 13:15:02,255 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:02,263 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/c4bbd94cf7 172.20.254.2 '/bin/sh -c '"'"'echo ~k3s1 && sleep 0'"'"''
2021-10-18 13:15:02,355 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> (0, b'/home/k3s1\n', b'')
2021-10-18 13:15:02,357 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:02,362 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/a67300576e 172.20.254.1 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/k3s1/.ansible/tmp `"&& mkdir "` echo /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992 `" && echo ansible-tmp-1634555702.3560202-34679-106213476809992="` echo /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992 `" ) && sleep 0'"'"''
2021-10-18 13:15:02,385 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:02,399 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/5df898a171 172.20.254.3 '/bin/sh -c '"'"'echo ~k3s1 && sleep 0'"'"''
2021-10-18 13:15:02,445 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> (0, b'/home/k3s1\n', b'')
2021-10-18 13:15:02,446 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:02,451 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/c4bbd94cf7 172.20.254.2 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/k3s1/.ansible/tmp `"&& mkdir "` echo /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207 `" && echo ansible-tmp-1634555702.4463959-34680-184833602276207="` echo /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207 `" ) && sleep 0'"'"''
2021-10-18 13:15:02,575 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> (0, b'ansible-tmp-1634555702.3560202-34679-106213476809992=/home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992\n', b'')
2021-10-18 13:15:02,619 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> (0, b'/home/k3s1\n', b'')
2021-10-18 13:15:02,626 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:02,632 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/5df898a171 172.20.254.3 '/bin/sh -c '"'"'( umask 77 && mkdir -p "` echo /home/k3s1/.ansible/tmp `"&& mkdir "` echo /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094 `" && echo ansible-tmp-1634555702.6213548-34682-210572455051094="` echo /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094 `" ) && sleep 0'"'"''
2021-10-18 13:15:02,659 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> (0, b'ansible-tmp-1634555702.4463959-34680-184833602276207=/home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207\n', b'')
2021-10-18 13:15:02,822 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> (0, b'ansible-tmp-1634555702.6213548-34682-210572455051094=/home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094\n', b'')
2021-10-18 13:15:03,207 p=34682 u=eduardgevorkyan n=ansible | Using module file /usr/local/lib/python3.9/site-packages/ansible/modules/stat.py
2021-10-18 13:15:03,208 p=34680 u=eduardgevorkyan n=ansible | Using module file /usr/local/lib/python3.9/site-packages/ansible/modules/stat.py
2021-10-18 13:15:03,208 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> PUT /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmp5ia9em5e TO /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094/AnsiballZ_stat.py
2021-10-18 13:15:03,209 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> PUT /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmpzu97fhxq TO /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207/AnsiballZ_stat.py
2021-10-18 13:15:03,212 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> SSH: EXEC sftp -b - -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/c4bbd94cf7 '[172.20.254.2]'
2021-10-18 13:15:03,213 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> SSH: EXEC sftp -b - -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/5df898a171 '[172.20.254.3]'
2021-10-18 13:15:03,216 p=34679 u=eduardgevorkyan n=ansible | Using module file /usr/local/lib/python3.9/site-packages/ansible/modules/stat.py
2021-10-18 13:15:03,226 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> PUT /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmpco36osg9 TO /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992/AnsiballZ_stat.py
2021-10-18 13:15:03,232 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> SSH: EXEC sftp -b - -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/a67300576e '[172.20.254.1]'
2021-10-18 13:15:03,542 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> (0, b'sftp> put /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmp5ia9em5e /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094/AnsiballZ_stat.py\n', b'')
2021-10-18 13:15:03,545 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:03,554 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> (0, b'sftp> put /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmpco36osg9 /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992/AnsiballZ_stat.py\n', b'')
2021-10-18 13:15:03,557 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:03,563 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> (0, b'sftp> put /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmpzu97fhxq /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207/AnsiballZ_stat.py\n', b'')
2021-10-18 13:15:03,565 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:03,565 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/c4bbd94cf7 172.20.254.2 '/bin/sh -c '"'"'chmod u+x /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207/ /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207/AnsiballZ_stat.py && sleep 0'"'"''
2021-10-18 13:15:03,568 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/a67300576e 172.20.254.1 '/bin/sh -c '"'"'chmod u+x /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992/ /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992/AnsiballZ_stat.py && sleep 0'"'"''
2021-10-18 13:15:03,570 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/5df898a171 172.20.254.3 '/bin/sh -c '"'"'chmod u+x /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094/ /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094/AnsiballZ_stat.py && sleep 0'"'"''
2021-10-18 13:15:03,759 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> (0, b'', b'')
2021-10-18 13:15:03,760 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> (0, b'', b'')
2021-10-18 13:15:03,762 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:03,764 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:03,766 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/a67300576e -tt 172.20.254.1 '/bin/sh -c '"'"'sudo -H -S -n  -u root /bin/sh -c '"'"'"'"'"'"'"'"'echo BECOME-SUCCESS-gjvkxuwxxemhhjhngoggikdqshxcbdcz ; /usr/bin/python3 /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992/AnsiballZ_stat.py'"'"'"'"'"'"'"'"' && sleep 0'"'"''
2021-10-18 13:15:03,768 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/5df898a171 -tt 172.20.254.3 '/bin/sh -c '"'"'sudo -H -S -n  -u root /bin/sh -c '"'"'"'"'"'"'"'"'echo BECOME-SUCCESS-odjadosggajohstruhajixfreqolmibu ; /usr/bin/python3 /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094/AnsiballZ_stat.py'"'"'"'"'"'"'"'"' && sleep 0'"'"''
2021-10-18 13:15:03,776 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> (0, b'', b'')
2021-10-18 13:15:03,777 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> ESTABLISH SSH CONNECTION FOR USER: k3s1
2021-10-18 13:15:03,779 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/c4bbd94cf7 -tt 172.20.254.2 '/bin/sh -c '"'"'sudo -H -S -n  -u root /bin/sh -c '"'"'"'"'"'"'"'"'echo BECOME-SUCCESS-awxebuakxsgjywjnsqvunctbaxwuahxm ; /usr/bin/python3 /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207/AnsiballZ_stat.py'"'"'"'"'"'"'"'"' && sleep 0'"'"''
2021-10-18 13:15:04,113 p=34679 u=eduardgevorkyan n=ansible | Escalation succeeded
2021-10-18 13:15:04,114 p=34680 u=eduardgevorkyan n=ansible | Escalation succeeded
2021-10-18 13:15:04,118 p=34682 u=eduardgevorkyan n=ansible | Escalation succeeded
2021-10-18 13:15:04,730 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> (0, b'\r\n\r\n{"changed": false, "stat": {"exists": true, "path": "/etc/keepalived/keepalived.conf", "mode": "0644", "isdir": false, "ischr": false, "isblk": false, "isreg": true, "isfifo": false, "islnk": false, "issock": false, "uid": 0, "gid": 0, "size": 3550, "inode": 25612652, "dev": 64768, "nlink": 1, "atime": 1618252769.0, "mtime": 1618252769.0, "ctime": 1634546264.414692, "wusr": true, "rusr": true, "xusr": false, "wgrp": false, "rgrp": true, "xgrp": false, "woth": false, "roth": true, "xoth": false, "isuid": false, "isgid": false, "blocks": 8, "block_size": 4096, "device_type": 0, "readable": true, "writeable": true, "executable": false, "pw_name": "root", "gr_name": "root", "checksum": "0bcaa8b62b9fb9cad211b4b42bd9f8499e4d8621", "mimetype": "text/plain", "charset": "us-ascii", "version": "2238885975", "attributes": [], "attr_flags": ""}, "invocation": {"module_args": {"path": "/etc/keepalived/keepalived.conf", "follow": false, "get_checksum": true, "checksum_algorithm": "sha1", "get_md5": false, "get_mime": true, "get_attributes": true}}}\r\n', b'Shared connection to 172.20.254.1 closed.\r\n')
2021-10-18 13:15:04,738 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> PUT /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmp7olfkfuf/master_master.conf.j2 TO /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.3560202-34679-106213476809992/source
2021-10-18 13:15:04,743 p=34679 u=eduardgevorkyan n=ansible | <172.20.254.1> SSH: EXEC sftp -b - -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/a67300576e '[172.20.254.1]'
2021-10-18 13:15:04,756 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> (0, b'\r\n\r\n{"changed": false, "stat": {"exists": true, "path": "/etc/keepalived/keepalived.conf", "mode": "0644", "isdir": false, "ischr": false, "isblk": false, "isreg": true, "isfifo": false, "islnk": false, "issock": false, "uid": 0, "gid": 0, "size": 3550, "inode": 1051683, "dev": 64768, "nlink": 1, "atime": 1618252769.0, "mtime": 1618252769.0, "ctime": 1634546236.641336, "wusr": true, "rusr": true, "xusr": false, "wgrp": false, "rgrp": true, "xgrp": false, "woth": false, "roth": true, "xoth": false, "isuid": false, "isgid": false, "blocks": 8, "block_size": 4096, "device_type": 0, "readable": true, "writeable": true, "executable": false, "pw_name": "root", "gr_name": "root", "checksum": "0bcaa8b62b9fb9cad211b4b42bd9f8499e4d8621", "mimetype": "text/plain", "charset": "us-ascii", "version": "4130172282", "attributes": [], "attr_flags": ""}, "invocation": {"module_args": {"path": "/etc/keepalived/keepalived.conf", "follow": false, "get_checksum": true, "checksum_algorithm": "sha1", "get_md5": false, "get_mime": true, "get_attributes": true}}}\r\n', b'Shared connection to 172.20.254.2 closed.\r\n')
2021-10-18 13:15:04,755 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> (0, b'\r\n{"changed": false, "stat": {"exists": true, "path": "/etc/keepalived/keepalived.conf", "mode": "0644", "isdir": false, "ischr": false, "isblk": false, "isreg": true, "isfifo": false, "islnk": false, "issock": false, "uid": 0, "gid": 0, "size": 3550, "inode": 1047995, "dev": 64768, "nlink": 1, "atime": 1618252769.0, "mtime": 1618252769.0, "ctime": 1634546235.9428475, "wusr": true, "rusr": true, "xusr": false, "wgrp": false, "rgrp": true, "xgrp": false, "woth": false, "roth": true, "xoth": false, "isuid": false, "isgid": false, "blocks": 8, "block_size": 4096, "device_type": 0, "readable": true, "writeable": true, "executable": false, "pw_name": "root", "gr_name": "root", "checksum": "0bcaa8b62b9fb9cad211b4b42bd9f8499e4d8621", "mimetype": "text/plain", "charset": "us-ascii", "version": "336278487", "attributes": [], "attr_flags": ""}, "invocation": {"module_args": {"path": "/etc/keepalived/keepalived.conf", "follow": false, "get_checksum": true, "checksum_algorithm": "sha1", "get_md5": false, "get_mime": true, "get_attributes": true}}}\r\n', b'Shared connection to 172.20.254.3 closed.\r\n')
2021-10-18 13:15:04,764 p=34682 u=eduardgevorkyan n=ansible | <172.20.254.3> PUT /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmpi90dtxn8/master_master.conf.j2 TO /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.6213548-34682-210572455051094/source
2021-10-18 13:15:04,766 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> PUT /home/eduardgevorkyan/.ansible/tmp/ansible-local-34584yi9d6_w2/tmpw2cz60id/master_master.conf.j2 TO /home/k3s1/.ansible/tmp/ansible-tmp-1634555702.4463959-34680-184833602276207/source
2021-10-18 13:15:04,769 p=34680 u=eduardgevorkyan n=ansible | <172.20.254.2> SSH: EXEC sftp -b - -C -o ControlMaster=auto -o ControlPersist=60s -o StrictHostKeyChecking=no -o 'IdentityFile="/home/eduardgevorkyan/.ssh/id_ed25519"' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o 'User="k3s1"' -o ConnectTimeout=10 -o ControlPath=/home/eduardgevorkyan/.ansible/cp/c4bbd94cf7 '[172.20.254.2]'
